Region,Year,Broad Category,COFOG Division,COFOG Division Name,COFOG Basis,Original Code,Original Name (native language),English Translation,Commitment (EUR '000),Payment (EUR '000),Notes
Federal,2025,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion",Source-classified (Confirmed),COFOG-08400,Religious and other community services,Religious and other community services,n/q — see Notes,173912,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion",Source-classified (Unconfirmed — closest UN match),COFOG-08520,"R&D Recreation, culture and religion (closest UN match)","R&D Recreation, culture and religion (closest UN match)",n/q — see Notes,57104,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Education,09,Education,Source-classified (Confirmed),COFOG-09200,Secondary education,Secondary education,n/q — see Notes,68,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Education,09,Education,Source-classified (Confirmed),COFOG-09400,Tertiary education,Tertiary education,n/q — see Notes,475,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Education,09,Education,Source-classified (Confirmed),COFOG-09600,Subsidiary services to education,Subsidiary services to education,n/q — see Notes,0,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10000,Social protection,Social protection,n/q — see Notes,84702,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10100,Sickness and disability,Sickness and disability,n/q — see Notes,76,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10110,Sickness,Sickness,n/q — see Notes,0,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10120,Disability,Disability,n/q — see Notes,3739181,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10200,Old age,Old age,n/q — see Notes,16764961,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10500,Unemployment,Unemployment,n/q — see Notes,158085,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10700,Social exclusion n.e.c.,Social exclusion n.e.c.,n/q — see Notes,2254175,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10800,R&D Social protection,R&D Social protection,n/q — see Notes,0,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Unconfirmed — closest UN match),COFOG-10810,R&D Social protection (closest UN match),R&D Social protection (closest UN match),n/q — see Notes,1399,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Unconfirmed — closest UN match),COFOG-10870,R&D Social protection (closest UN match),R&D Social protection (closest UN match),n/q — see Notes,1319,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10900,Social protection n.e.c.,Social protection n.e.c.,n/q — see Notes,86542,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Health & Social Welfare/Care,10,Social protection,Source-classified (Unconfirmed — closest UN match),COFOG-10901,Social protection n.e.c. (closest UN match),Social protection n.e.c. (closest UN match),n/q — see Notes,37583,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,Unclassified / Not specified,XX,Unclassified / not allocable to a single division,Not classified in source,COFOG-(none),Not classified (no COFOG code in source),Not classified (no COFOG code in source),n/q — see Notes,3756624,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] Source provides NO COFOG code at all for this line item (48 rows, ~EUR 579M total) — distinct from the 'invalid division' rows above, which at least have an attempted (if wrong) code."
Federal,2025,Unclassified / Not specified,XX,Unclassified / not allocable to a single division,Source-classified (Unconfirmed — closest UN match),COFOG-00000,Not a valid UN COFOG division (COFOG starts at 01),Not a valid UN COFOG division (COFOG starts at 01),n/q — see Notes,60761,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] Source itself flags this as not a valid COFOG division (COFOG code 0 or 122)."
Federal,2025,Unclassified / Not specified,XX,Unclassified / not allocable to a single division,Source-classified (Unconfirmed — closest UN match),COFOG-00122,Not a valid UN COFOG division (COFOG starts at 01),Not a valid UN COFOG division (COFOG starts at 01),n/q — see Notes,15282,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later. | [COFOG] Source itself flags this as not a valid COFOG division (COFOG code 0 or 122)."
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",01,General public services,Source-classified (Confirmed),COFOG-1400,Basic research,Basic research,n/q — see Notes,48282,"No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] COFOG classifies economy-wide basic research under General Public Services (01.4), not under Economic Affairs — a COFOG quirk, not a Belgian one."
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1401,Basic research (closest UN match),Basic research (closest UN match),n/q — see Notes,26442,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] COFOG classifies economy-wide basic research under General Public Services (01.4); source's own closest-UN-match approximation.
Federal,2026,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1121,Financial and fiscal affairs (closest UN match),Financial and fiscal affairs (closest UN match),n/q — see Notes,1976548,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1122,Financial and fiscal affairs (closest UN match),Financial and fiscal affairs (closest UN match),n/q — see Notes,567901,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Finance & Budget,01,General public services,Source-classified (Confirmed),COFOG-1710,Public debt transactions,Public debt transactions,n/q — see Notes,12289532,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1720,Public debt transactions (closest UN match),Public debt transactions (closest UN match),n/q — see Notes,31693872,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1740,Public debt transactions (closest UN match),Public debt transactions (closest UN match),n/q — see Notes,3000,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Finance & Budget,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1770,Public debt transactions (closest UN match),Public debt transactions (closest UN match),n/q — see Notes,7403270,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Foreign Affairs & International,01,General public services,Source-classified (Confirmed),COFOG-1130,External affairs,External affairs,n/q — see Notes,117946,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Foreign Affairs & International,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1131,External affairs (closest UN match),External affairs (closest UN match),n/q — see Notes,247281,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Foreign Affairs & International,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1132,External affairs (closest UN match),External affairs (closest UN match),n/q — see Notes,5126084,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Foreign Affairs & International,01,General public services,Source-classified (Confirmed),COFOG-1200,Foreign economic aid,Foreign economic aid,n/q — see Notes,528237,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Foreign Affairs & International,01,General public services,Source-classified (Confirmed),COFOG-1210,Economic aid to developing countries and countries in transition,Economic aid to developing countries and countries in transition,n/q — see Notes,85092,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Foreign Affairs & International,01,General public services,Source-classified (Confirmed),COFOG-1220,Economic aid routed through international organizations,Economic aid routed through international organizations,n/q — see Notes,263632,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Foreign Affairs & International,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1230,Foreign economic aid (closest UN match),Foreign economic aid (closest UN match),n/q — see Notes,40983,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Foreign Affairs & International,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1240,Foreign economic aid (closest UN match),Foreign economic aid (closest UN match),n/q — see Notes,122000,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,General Administration,01,General public services,Source-classified (Confirmed),COFOG-1000,General public services,General public services,n/q — see Notes,2591102,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,General Administration,01,General public services,Source-classified (Confirmed),COFOG-1100,"Executive and legislative organs, financial and fiscal affairs, external affairs","Executive and legislative organs, financial and fiscal affairs, external affairs",n/q — see Notes,7873,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] Umbrella group-level row bundling 3 distinct functions; cannot be split.
Federal,2026,General Administration,01,General public services,Source-classified (Confirmed),COFOG-1110,Executive and legislative organs,Executive and legislative organs,n/q — see Notes,79320,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] COFOG class 01.1.1 bundles executive AND legislative organs together at source. Cannot be split into Parliament/Legislature vs Government Cabinet(s) vs General Administration from this data — COFOG itself does not distinguish them at this level.
Federal,2026,General Administration,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1111,Executive and legislative organs (closest UN match),Executive and legislative organs (closest UN match),n/q — see Notes,17621,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] COFOG class 01.1.1 bundles executive AND legislative organs together at source; source's own closest-UN-match approximation. Cannot be split further.
Federal,2026,General Administration,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1112,Executive and legislative organs (closest UN match),Executive and legislative organs (closest UN match),n/q — see Notes,233168,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] COFOG class 01.1.1 bundles executive AND legislative organs together at source; source's own closest-UN-match approximation. Cannot be split further.
Federal,2026,General Administration,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1113,Executive and legislative organs (closest UN match),Executive and legislative organs (closest UN match),n/q — see Notes,14033,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] COFOG class 01.1.1 bundles executive AND legislative organs together at source; source's own closest-UN-match approximation. Cannot be split further.
Federal,2026,General Administration,01,General public services,Source-classified (Confirmed),COFOG-1320,Overall planning and statistical services,Overall planning and statistical services,n/q — see Notes,52919,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,General Administration,01,General public services,Source-classified (Confirmed),COFOG-1330,Other general services,Other general services,n/q — see Notes,1129292,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,General Administration,01,General public services,Source-classified (Confirmed),COFOG-1600,General public services n.e.c.,General public services n.e.c.,n/q — see Notes,9836,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,01,General public services,Source-classified (Confirmed),COFOG-1800,Transfers of a general character between different levels of government,Transfers of a general character between different levels of government,n/q — see Notes,702205,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1811,Transfers of a general character between different levels of government (closest UN match),Transfers of a general character between different levels of government (closest UN match),n/q — see Notes,17288391,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1821,Transfers of a general character between different levels of government (closest UN match),Transfers of a general character between different levels of government (closest UN match),n/q — see Notes,179883,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,01,General public services,Source-classified (Unconfirmed — closest UN match),COFOG-1840,Transfers of a general character between different levels of government (closest UN match),Transfers of a general character between different levels of government (closest UN match),n/q — see Notes,9865688,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Support Services (personnel/digital/legal),01,General public services,Source-classified (Confirmed),COFOG-1310,General personnel services,General personnel services,n/q — see Notes,61723,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Defence,02,Defence,Source-classified (Confirmed),COFOG-2100,Military defence,Military defence,n/q — see Notes,9389059,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] New Broad Category — federal-only function with no regional equivalent.
Federal,2026,Defence,02,Defence,Source-classified (Confirmed),COFOG-2300,Foreign military aid,Foreign military aid,n/q — see Notes,1240393,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Defence,02,Defence,Source-classified (Confirmed),COFOG-2400,R&D Defence,R&D Defence,n/q — see Notes,235352,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Defence,02,Defence,Source-classified (Confirmed),COFOG-2500,Defence n.e.c.,Defence n.e.c.,n/q — see Notes,13805,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-3000,Public order and safety,Public order and safety,n/q — see Notes,191857,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-3100,Police services,Police services,n/q — see Notes,3388042,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-3110,Police services (closest UN match),Police services (closest UN match),n/q — see Notes,9134,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-3200,Fire-protection services,Fire-protection services,n/q — see Notes,3840,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-3210,Fire-protection services (closest UN match),Fire-protection services (closest UN match),n/q — see Notes,22246,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-3220,Fire-protection services (closest UN match),Fire-protection services (closest UN match),n/q — see Notes,203044,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-3300,Law courts,Law courts,n/q — see Notes,1482044,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] No dedicated Justice bucket in the shared taxonomy.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-3400,Prisons,Prisons,n/q — see Notes,757399,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] No dedicated Justice bucket in the shared taxonomy.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-3510,R&D Public order and safety (closest UN match),R&D Public order and safety (closest UN match),n/q — see Notes,16307,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Confirmed),COFOG-3600,Public order and safety n.e.c.,Public order and safety n.e.c.,n/q — see Notes,368087,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Local Governments & Home Affairs,03,Public order and safety,Source-classified (Unconfirmed — closest UN match),COFOG-3700,Public order and safety (closest UN match — division only goes to group 03.6),Public order and safety (closest UN match — division only goes to group 03.6),n/q — see Notes,724,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4100,"General economic, commercial and labour affairs","General economic, commercial and labour affairs",n/q — see Notes,761,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4110,General economic and commercial affairs,General economic and commercial affairs,n/q — see Notes,168529,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4120,General labour affairs,General labour affairs,n/q — see Notes,104431,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4210,Agriculture,Agriculture,n/q — see Notes,101,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4410,Mining of mineral resources other than mineral fuels,Mining of mineral resources other than mineral fuels,n/q — see Notes,1073,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4420,Manufacturing,Manufacturing,n/q — see Notes,1000,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4800,R&D Economic affairs,R&D Economic affairs,n/q — see Notes,8,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4810,"R&D General economic, commercial and labour affairs","R&D General economic, commercial and labour affairs",n/q — see Notes,14239,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4840,"R&D Mining, manufacturing and construction","R&D Mining, manufacturing and construction",n/q — see Notes,81,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4860,R&D Communication,R&D Communication,n/q — see Notes,3113,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-4870,R&D Other industries,R&D Other industries,n/q — see Notes,288461,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",04,Economic affairs,Source-classified (Confirmed),COFOG-4300,Fuel and energy,Fuel and energy,n/q — see Notes,16402,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",04,Economic affairs,Source-classified (Confirmed),COFOG-4320,Petroleum and natural gas,Petroleum and natural gas,n/q — see Notes,3900,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",04,Economic affairs,Source-classified (Confirmed),COFOG-4330,Nuclear fuel,Nuclear fuel,n/q — see Notes,543120,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",04,Economic affairs,Source-classified (Confirmed),COFOG-4350,Electricity,Electricity,n/q — see Notes,25009,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",04,Economic affairs,Source-classified (Confirmed),COFOG-4830,R&D Fuel and energy,R&D Fuel and energy,n/q — see Notes,207073,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Mobility & Infrastructure,04,Economic affairs,Source-classified (Confirmed),COFOG-4500,Transport,Transport,n/q — see Notes,49896,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Mobility & Infrastructure,04,Economic affairs,Source-classified (Confirmed),COFOG-4510,Road transport,Road transport,n/q — see Notes,80573,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Mobility & Infrastructure,04,Economic affairs,Source-classified (Confirmed),COFOG-4520,Water transport,Water transport,n/q — see Notes,13519,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Mobility & Infrastructure,04,Economic affairs,Source-classified (Confirmed),COFOG-4530,Railway transport,Railway transport,n/q — see Notes,4273351,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Mobility & Infrastructure,04,Economic affairs,Source-classified (Confirmed),COFOG-4540,Air transport,Air transport,n/q — see Notes,55329,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Mobility & Infrastructure,04,Economic affairs,Source-classified (Confirmed),COFOG-4550,Pipeline and other transport,Pipeline and other transport,n/q — see Notes,500,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Mobility & Infrastructure,04,Economic affairs,Source-classified (Confirmed),COFOG-4600,Communication,Communication,n/q — see Notes,157058,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] Imperfect fit — COFOG 04.6 (postal/telecom infrastructure); no dedicated bucket in the shared taxonomy.
Federal,2026,Mobility & Infrastructure,04,Economic affairs,Source-classified (Confirmed),COFOG-4850,R&D Transport,R&D Transport,n/q — see Notes,15280,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Tourism,04,Economic affairs,Source-classified (Confirmed),COFOG-4730,Tourism,Tourism,n/q — see Notes,15,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",05,Environmental protection,Source-classified (Confirmed),COFOG-5000,Environmental protection,Environmental protection,n/q — see Notes,2368,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",05,Environmental protection,Source-classified (Confirmed),COFOG-5200,Waste water management,Waste water management,n/q — see Notes,1,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",05,Environmental protection,Source-classified (Confirmed),COFOG-5300,Pollution abatement,Pollution abatement,n/q — see Notes,9320,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",05,Environmental protection,Source-classified (Confirmed),COFOG-5400,Protection of biodiversity and landscape,Protection of biodiversity and landscape,n/q — see Notes,1733,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",05,Environmental protection,Source-classified (Confirmed),COFOG-5500,R&D Environmental protection,R&D Environmental protection,n/q — see Notes,799,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",05,Environmental protection,Source-classified (Unconfirmed — closest UN match),COFOG-5540,R&D Environmental protection (closest UN match),R&D Environmental protection (closest UN match),n/q — see Notes,35436,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Environment, Housing & Energy",05,Environmental protection,Source-classified (Confirmed),COFOG-5600,Environmental protection n.e.c.,Environmental protection n.e.c.,n/q — see Notes,309795,No commitment/engagement figure exists for federal data — payment (liquidation) only.
